Transaction_ID,Transaction_Date,Customer_ID,Region,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method,Sales_Channel,Returned
TXN-000090,2025-01-29,CUST-01203,East,Furniture,Cabinet,9,220.1,0.1655,1653.0,1152.29,500.71,UPI,Store,No
TXN-000091,2024-02-01,CUST-01393,West,Office Supplies,Pens,13,4.23,0.0899,50.0,42.78,7.21, CASH ,Store,No
TXN-000092,2025-01-03,CUST-02169,West,Furniture,Office Chair,8,162.26,0.1571,1094.19,1090.46,3.73,Credit Card,Online,No
TXN-000093,2025-02-06,CUST-00221,West,Furniture,Office Chair,13,169.75,0.0351,2129.25,1416.76,712.49,Debit Card,Store,No
TXN-000094,2023-12-20,CUST-02158,South,Electronics,Laptop,14,878.82,0.029,11946.63,8383.3,3563.32,UPI,Online,No
TXN-000095,2025-03-30,CUST-00595,South,Furniture,Office Chair,8,181.95,0.2941,1027.56,929.51,98.05,UPI,Store,Yes
TXN-000096,2023-09-20,CUST-02145,East,Furniture,Cabinet,7,249.3,0.1185,1538.26,1179.61,358.66,Cash,Marketplace,No
TXN-000097,2023-08-07,CUST-01637,West,Accessories,Mouse,5,19.54,0.137,84.32,64.93,19.39,Debit Card,Online,No
TXN-000098,2024-09-14,CUST-01004,East,Accessories,Keyboard,13,58.6,0.2452,575.04,650.34,-75.3,Bank Transfer,Online,No
TXN-000099,2024-08-03,CUST-00335,South,Accessories,Keyboard,11,52.61,0.0203,566.93,322.05,244.87,Cash,Store,No
TXN-000100,2023-05-08,CUST-00866,East,Electronics,Laptop,3,770.42,0.0923,2097.99,1758.71,339.28,UPI,Online,No
TXN-000101,2025-01-29,CUST-01850,West,Electronics,Printer,10,181.05,0.088,1651.21,1427.53,223.68,Bank Transfer,Online,No
TXN-000102,2023-07-02,CUST-00519,West,Furniture,Office Chair,4,$172.00,0.239,523.53,412.84,110.7,Debit Card,Store,No
TXN-000103,2025-01-04,CUST-01675,West,Office Supplies,Notebook,14,9.02,0.1754,104.11,90.16,13.95,Credit Card,Marketplace,No
TXN-000104,2023-01-07,CUST-00572,South,Office Supplies,Paper Pack,5,12.93,0.3364,42.9,42.11,0.79,Credit Card,Online,No
TXN-000105,2024-12-27,CUST-00203,South,Office Supplies,Notebook,2,9.05,0.0473,17.24,11.14,6.1,UPI,Store,No
TXN-000106,2024-12-18,CUST-01541,South,Furniture,Desk,14,317.09,0.1348,3840.66,2960.97,879.68,UPI,Marketplace,No
TXN-000107,2024-12-12,CUST-02032,South,Office Supplies,Notebook,9,8.07,0.1819,59.4,43.27,16.13,Bank Transfer,Marketplace,No
TXN-000108,2024-08-29,CUST-02405,West,Accessories,Keyboard,13,48.05,0.2883,444.57,493.14,-48.57,Debit Card,Online,No
TXN-000109,2024-03-06,,South,Electronics,Laptop,13,742.6,0.2442,7296.73,5354.88,1941.84,Credit Card,Store,No
TXN-000110,2024-10-05,CUST-01515,South,Accessories,Desk Lamp,7,44.47,0.141,267.4,244.85,22.55,Bank Transfer,Online,No
TXN-000111,2023-09-10,CUST-01704, SOUTH ,Office Supplies,Stapler,7,8.01,0.2129,44.13,32.2,11.93,Bank Transfer,Online,No
TXN-000112,2024-12-13,CUST-01031,East,Electronics,Headphones,12,88.49,0.1786,872.15,729.75,142.41,Cash,Marketplace,Yes
TXN-000113,2024-05-21,CUST-00091,East,Accessories,Webcam,6,70.24,0.0673,393.1,265.98,127.12,Credit Card,Online,No
TXN-000114,2024-02-23,CUST-00607,North,Accessories,USB Hub,4,38.56,0.0749,142.69,115.35,27.34,Credit Card,Online,No
TXN-000115,2024-04-06,CUST-00948, WEST,Office Supplies,Folders,8,6.0,0.0663,44.85,40.78,4.07,Bank Transfer,Online,No
TXN-000116,2024-06-02,CUST-01630,South,Electronics,Laptop,9,757.5,0.0472,6495.37,4178.54,2316.83,Debit Card,Store,No
TXN-000117,2023-02-03,CUST-00763,South,Electronics,Tablet,12,358.79,0.086,3935.03,3234.62,700.41,Credit Card,Marketplace,No
TXN-000118,2023-05-08,CUST-00528,North,Office Supplies,Notebook,3,8.08,0.1695,20.12,17.03,3.09,Credit Card,Online,No
TXN-000119,2023-08-12,CUST-02264,East,Electronics,Tablet,7,398.86,0.2182,2182.95,2210.53,-27.58,Credit Card,Online,No
TXN-000120,2023-04-15,CUST-00234,East,Electronics,Printer,9,211.95,0.0615,1790.23,1374.88,415.35,Debit Card,Store,No
TXN-000121,2024-02-05,CUST-01971,West,Furniture,Cabinet,14,226.24,0.2544,2361.47,2204.5,156.97,Cash,Online,No
TXN-000122,2024-09-01,CUST-00234,North,Electronics,Headphones,4,94.46,0.1218,331.85,303.23,28.62,Debit Card,Store,No
TXN-000123,2024-08-19,CUST-00802,West,Office Supplies,Notebook,9,8.77,0.0833,72.35,66.79,5.56,Debit Card,Store,No
TXN-000124,2024-03-05,CUST-02127,East,Office Supplies,Folders,9,6.51,0.0945,53.02,49.44,3.58,UPI,Online,No
TXN-000125,2025-02-18,CUST-02105,South,Electronics,Headphones,14,97.8,0.1998,1095.72,798.96,296.76,UPI,Online,No
TXN-000126,2024-05-30,,North,Office Supplies,Paper Pack,7,11.14,0.0657,72.86,64.92,7.94,Credit Card,Online,No
TXN-000127,2023-03-14,CUST-00044,South,Electronics,Monitor,3,248.53,0.0869,680.84,557.24,123.6,Debit Card,Marketplace,No
TXN-000128,2024-11-28,,West,Electronics,Tablet,8,445.65,0.0675,3324.49,2996.67,327.81,Cash,Store,No
TXN-000129,2024-06-08,CUST-02222,South,Furniture,Cabinet,12,253.95,0.1127,2703.88,2349.71,354.17,Bank Transfer,Store,Yes
TXN-000130,2024-08-01,CUST-01242,South,Furniture,Bookshelf,3,134.72,0.0699,375.9,246.97,128.94,Debit Card,Marketplace,No
TXN-000131,2024-05-30,CUST-00072,East,Furniture,Conference Table,11,673.32,0.2049,5888.84,5783.01,105.83,Bank Transfer,Store,No
TXN-000132,2024-05-19,CUST-01729,West,Office Supplies,Paper Pack,8,11.25,0.0789,82.91,53.49,29.41,UPI,Store,No
TXN-000133,2023-03-24,CUST-01958,East,Furniture,Cabinet,12,242.31,0.0746,2690.64,2030.75,659.9,Cash,Online,No
TXN-000134,2024-05-24,CUST-02068,West,Office Supplies,Folders,5,7.34,0.0764,33.92,22.05,11.87,Bank Transfer,Online,No
TXN-000135,2024-12-25,CUST-01828,North,Furniture,Cabinet,12,200.75,0.018,2365.72,1855.98,509.74,UPI,Marketplace,No
TXN-000136,2023-10-05,CUST-02187,West,Office Supplies,Paper Pack,3,12.48,0.0735,34.7,25.06,9.64,Cash,Marketplace,No
TXN-000137,2024-07-03,CUST-01276,South,Office Supplies,Pens,8,3.9,0.1294,27.16,26.77,0.39,Debit Card,Online,No
TXN-000138,2023-01-29,CUST-00407,North,Electronics,Tablet,8,435.03,0.0945,3151.24,2685.94,465.3,UPI,Online,No
TXN-000139,2023-11-13,CUST-01724,West,Office Supplies,Paper Pack,4,11.41,0.1089,40.65,38.46,2.19,Debit Card,Marketplace,No
TXN-000140,2024-02-03,CUST-00542,North,Office Supplies,Notebook,2,6.41,0.0492,12.2,10.96,1.23,Debit Card,Online,No
TXN-000141,2025-06-15,CUST-01575,North,Electronics,Laptop,14,798.74,0.1846,9117.67,9055.5,62.17,UPI,Store,No
TXN-000142,2023-07-15,CUST-00376,East,Office Supplies,Stapler,6,9.25,0.0178,54.51,41.77,12.74,Cash,Online,No
TXN-000143,2023-09-10,CUST-00099,South,Office Supplies,Paper Pack,13,13.3,0.1552,146.02,127.61,18.41,UPI,Online,No
TXN-000144,2024-01-08,CUST-01114,North,Electronics,Headphones,5,98.08,0.35,318.77,349.18,-30.42,Debit Card,Online,No
TXN-000145,2025-06-24,CUST-01481,East,Accessories,USB Hub,10,39.12,0.0809,359.58,247.53,112.05,UPI,Store,No
TXN-000146,2025-02-17,CUST-00388,West,Furniture,Bookshelf,8,144.08,0.186,938.2,906.32,31.88,Credit Card,Online,No
TXN-000147,2023-02-01,CUST-01963,West,Office Supplies,Paper Pack,6,11.45,0.0694,63.92,44.13,19.79,Credit Card,Store,No
TXN-000148,2023-08-02,CUST-01628,north,Accessories,Desk Lamp,7,46.24,0.2254,250.71,209.67,41.04,Cash,Marketplace,No
TXN-000149,2025-01-19,CUST-02002,East,Accessories,Mouse,4,24.25,0.1736,80.16,74.26,5.9,Debit Card,Store,No
TXN-000150,2023-02-23,CUST-00908,West,Office Supplies,Paper Pack,2,13.08,0.1462,22.33,18.85,3.48,Credit Card,Online,No
TXN-000151,2025-02-19,CUST-01649,North,,Stapler,10,7.99,0.2641,58.79,63.98,-5.19,Debit Card,Marketplace,No
TXN-000152,2023-09-14,CUST-02411,North,Electronics,Printer,4,224.49,0.3184,612.1,606.25,5.85,Credit Card,Online,No
TXN-000153,2025-04-16,CUST-00456,north,Electronics,Tablet,8,460.59,0.089,3356.88,2728.05,628.83,Debit Card,Store,No
TXN-000154,2023-09-25,CUST-02042,East,Accessories,USB Hub,8,36.02,0.119,253.88,181.37,72.51,Debit Card,Store,No
TXN-000155,2024-02-01,CUST-01573,North,Furniture,Desk,14,343.37,0.0185,4718.06,3712.76,1005.29,Cash,Marketplace,No
TXN-000156,2024-08-26,CUST-01811,East,Accessories,Desk Lamp,12,42.66,0.0841,468.91,360.87,108.05,Credit Card,Online,No
TXN-000157,2023-04-26,CUST-01565,West,Electronics,Tablet,3,392.06,0.2388,895.37,654.12,241.24,UPI,Online,No
TXN-000158,2024-05-23,CUST-01722,North,Electronics,Headphones,1,97.68,0.1681,81.26,77.55,3.7,Cash,Marketplace,No
TXN-000159,2024-04-05,CUST-01950,East,Electronics,Laptop,14,800.89,0.0891,10212.87,6738.43,3474.44,Cash,Online,No
TXN-000160,2024-12-15,CUST-00100,North,Furniture,Bookshelf,2,153.61,0.35,199.69,192.91,6.78,Bank Transfer,Marketplace,No
TXN-000161,2025-06-27,CUST-00080,North,Electronics,Headphones,11,97.29,0.0891,974.88,844.62,130.26,Debit Card,Online,No
TXN-000162,2024-08-28,CUST-00210,West,Furniture,Bookshelf,12,149.19,0.1582,1507.09,1109.27,397.83,Cash,Store,No
TXN-000163,2024-01-09,CUST-02324,South,Accessories,Desk Lamp,13,,0.147,510.3,390.46,119.84,Cash,Online,No
TXN-000164,2024-01-06,CUST-01081,West,Office Supplies,Folders,5,6.3,,27.31,20.2,7.12,Bank Transfer,Store,No
TXN-000165,2024-01-17,CUST-02479,East,Office Supplies,Notebook,5,7.94,0.1287,34.57,23.99,10.58,Bank Transfer,Online,No
TXN-000166,2025-01-12,CUST-02287,North,Electronics,Printer,4,201.99,0.0915,734.03,514.7,219.33,Bank Transfer,Marketplace,No
TXN-000167,2023-10-20,CUST-00863,South,Furniture,Desk,3,341.06,0.2743,742.53,648.07,94.47,UPI,Online,No
TXN-000168,2023-06-02,CUST-00236,North,Office Supplies,Pens,4,4.09,0.1984,13.11,13.58,-0.48,Bank Transfer,Online,No
TXN-000169,2023-11-01,CUST-02108,West,Electronics,Tablet,3,435.16,0.2753,946.09,945.9,0.19,Bank Transfer,Store,No
TXN-000170,2023-01-21,CUST-01051,East,Furniture,Cabinet,14,240.72,0.0503,3200.59,1996.93,1203.66,UPI,Store,No
TXN-000171,2023-04-07,CUST-00745,South,Accessories,Webcam,7,70.83,0.2303,381.65,399.3,-17.65,UPI,Marketplace,No
TXN-000172,2023-03-24,CUST-01985,East,Electronics,Tablet,8,408.43,,2123.86,2295.19,-171.33,UPI,Online,No
TXN-000173,2024-12-04,CUST-01206,East,Accessories,Webcam,9,66.55,0.0833,549.03,444.18,104.85,Cash,Online,No
TXN-000174,2024-10-20,CUST-00800,West,Electronics,Monitor,3,258.16,0.1187,682.55,495.63,186.92,Debit Card,Online,No
TXN-000175,2024-09-27,CUST-00992,North,Electronics,Tablet,14,$436.19,0.243,4622.61,4420.93,201.68,Bank Transfer,Online,No
TXN-000176,2024-02-26,CUST-02324,North,Electronics,Laptop,6,885.93,0.0836,4871.09,3991.12,879.97,upi,Store,No
TXN-000177,2024-10-15,CUST-00757,North,Accessories,Mouse,8,25.29,0.1473,172.51,132.9,39.61,Cash,Marketplace,No
TXN-000178,2023-05-28,CUST-02337,South,Office Supplies,Stapler,4,9.25,0.0144,36.48,30.23,6.25,Bank Transfer,Online,No
TXN-000179,2025-04-01,CUST-01474,South,Office Supplies,Paper Pack,5,10.94,0.0808,50.28,43.78,6.5,Bank Transfer,Online,No
TXN-000180,2024-01-04,CUST-00143,North,Furniture,Cabinet,3,221.45,0.0617,623.34,518.87,104.47,Debit Card,Store,No
TXN-000181,2025-05-05,CUST-00283,South,Accessories,USB Hub,8,36.88,,285.34,176.38,108.96,Credit Card,Online,No
TXN-000182,2023-05-19,CUST-01542,South,Office Supplies,Stapler,14,8.4,0.1254,102.85,77.84,25.01,Debit Card,Store,No
TXN-000183,2024-03-29,CUST-00343,North,Office Supplies,Pens,1,4.05,0.0675,3.77,2.25,1.52,Cash,Marketplace,Yes
TXN-000184,2024-09-27,CUST-00364,West,Office Supplies,Pens,7,4.02,0.1215,24.7,18.91,5.79,Debit Card,Store,Yes
TXN-000185,2024-03-28,CUST-01158,East,Office Supplies,Stapler,6,8.92,0.1597,44.96,35.95,9.02,Debit Card,Marketplace,No
TXN-000186,2024-02-11,CUST-01103,South,Office Supplies,Paper Pack,10,12.65,0.1165,111.78,76.42,35.36,Debit Card,Online,No
TXN-000187,2023-06-01,CUST-02354,South,Electronics,Tablet,11,427.63,0.1522,3988.18,3432.32,555.87,Debit Card,Store,No
TXN-000188,2023-12-14,CUST-02245,South,Accessories,Keyboard,13,49.73,0.1523,548.07,412.81,135.26,Credit Card,Online,No
TXN-000189,2023-08-06,CUST-02325,West,Electronics,Monitor,4,270.74,0.2175,847.41,926.49,-79.08,Cash,Marketplace,No
TXN-000190,2023-10-02,CUST-00184,east,Accessories,Mouse,3,23.99,0.0867,65.72,46.11,19.61,UPI,Online,No
TXN-000191,2024-09-15,CUST-02010,South,Furniture,Office Chair,7,160.36,0.2691,820.45,733.05,87.4,Cash,Store,No
TXN-000192,2024-07-28,CUST-02344,West,Electronics,Laptop,2,900.47,0.0583,1696.02,1061.87,634.15,Debit Card,Online,No
TXN-000193,2024-07-07,CUST-01530,West,Furniture,Cabinet,7,208.18,0.0764,1345.99,1134.54,211.45,UPI,Store,No
TXN-000194,2023-11-26,CUST-02487,West,Office Supplies,Stapler,4,8.74,0.0317,33.87,25.7,8.17,UPI,Store,No
TXN-000195,2025-05-25,CUST-02008,North,Furniture,Office Chair,5,184.23,0.2757,667.13,581.74,85.39,Bank Transfer,Store,No
TXN-000196,2023-03-21,CUST-01676,North,Accessories,USB Hub,10,34.79,0.0917,316.03,225.37,90.66,UPI,Online,No
TXN-000197,2023-11-09,CUST-01015,East,Office Supplies,Stapler,3,8.55,0.1402,22.06,15.72,6.34,Cash,Online,No
TXN-000198,2023-04-18,CUST-00891,South,Electronics,Printer,6,193.31,0.2278,895.62,706.94,188.68,Debit Card,Online,No
TXN-000199,2023-11-06,CUST-00988,East,Office Supplies,Folders,10,5.64,0.1236,49.39,35.43,13.95,Debit Card,Marketplace,No
TXN-000200,2025-05-27,CUST-00628,West,Office Supplies,Notebook,7,7.31,0.0797,47.1,42.03,5.07,Credit Card,Store,No
TXN-000201,2023-12-01,CUST-01447,South,Accessories,Webcam,12,69.29,1.1%,822.22,461.73,360.49,bank transfer,Store,No
TXN-000202,2025-04-08,CUST-01082,South,Furniture,Conference Table,1,573.82,0.1774,472.04,338.9,133.13,Credit Card,Online,No
